reading_id,location_id,sample_datetime,shift,operator_id,particle_size_bin,raw_count,unit,alert_limit,action_limit,is_alert_breach,is_action_breach,mechanism_label
824,2,2026-01-26 18:00:00,Night,2,0.5um,16.47,counts/m3,15,20,1,0,hvac_drift
825,2,2026-01-27 00:00:00,Day,4,0.5um,15.58,counts/m3,15,20,1,0,hvac_drift
826,2,2026-01-27 06:00:00,Evening,4,0.5um,17.66,counts/m3,15,20,1,0,hvac_drift
827,2,2026-01-27 12:00:00,Night,2,0.5um,16.79,counts/m3,15,20,1,0,hvac_drift
828,2,2026-01-27 18:00:00,Night,6,0.5um,17.94,counts/m3,15,20,1,0,hvac_drift
829,2,2026-01-28 00:00:00,Day,1,0.5um,17.06,counts/m3,15,20,1,0,hvac_drift
830,2,2026-01-28 06:00:00,Evening,8,0.5um,4.92,counts/m3,15,20,0,0,none
831,2,2026-01-28 12:00:00,Night,1,0.5um,2.94,counts/m3,15,20,0,0,none
832,2,2026-01-28 18:00:00,Night,1,0.5um,1.97,counts/m3,15,20,0,0,none
833,2,2026-01-29 00:00:00,Day,2,0.5um,1.92,counts/m3,15,20,0,0,none
834,2,2026-01-29 06:00:00,Evening,8,0.5um,3.84,counts/m3,15,20,0,0,none
835,2,2026-01-29 12:00:00,Night,7,0.5um,4.8,counts/m3,15,20,0,0,none
836,2,2026-01-29 18:00:00,Night,8,0.5um,3.76,counts/m3,15,20,0,0,none
837,2,2026-01-30 00:00:00,Day,7,0.5um,2.85,counts/m3,15,20,0,0,none
838,2,2026-01-30 06:00:00,Evening,8,0.5um,3.8,counts/m3,15,20,0,0,none
839,2,2026-01-30 12:00:00,Night,4,0.5um,2.86,counts/m3,15,20,0,0,none
840,2,2026-01-30 18:00:00,Night,1,0.5um,3.91,counts/m3,15,20,0,0,none
841,2,2026-01-31 00:00:00,Day,4,0.5um,3.89,counts/m3,15,20,0,0,none
842,2,2026-01-31 06:00:00,Evening,2,0.5um,1.83,counts/m3,15,20,0,0,none
843,2,2026-01-31 12:00:00,Night,2,0.5um,1.71,counts/m3,15,20,0,0,none
844,2,2026-01-31 18:00:00,Night,6,0.5um,1.74,counts/m3,15,20,0,0,none
845,2,2026-02-01 00:00:00,Day,2,0.5um,3.77,counts/m3,15,20,0,0,none
846,2,2026-02-01 06:00:00,Evening,3,0.5um,2.44,counts/m3,15,20,0,0,none
847,2,2026-02-01 12:00:00,Night,4,0.5um,3.41,counts/m3,15,20,0,0,none
848,2,2026-02-01 18:00:00,Night,1,0.5um,1.87,counts/m3,15,20,0,0,none
849,2,2026-02-02 00:00:00,Day,6,0.5um,1.83,counts/m3,15,20,0,0,none
850,2,2026-02-02 06:00:00,Evening,7,0.5um,6.33,counts/m3,15,20,0,0,none
851,2,2026-02-02 12:00:00,Night,5,0.5um,5.87,counts/m3,15,20,0,0,none
852,2,2026-02-02 18:00:00,Night,1,0.5um,7.46,counts/m3,15,20,0,0,none
853,2,2026-02-03 00:00:00,Day,7,0.5um,5.09,counts/m3,15,20,0,0,none
854,2,2026-02-03 06:00:00,Evening,4,0.5um,3.76,counts/m3,15,20,0,0,none
855,2,2026-02-03 12:00:00,Night,3,0.5um,3.47,counts/m3,15,20,0,0,none
856,2,2026-02-03 18:00:00,Night,8,0.5um,3.21,counts/m3,15,20,0,0,none
857,2,2026-02-04 00:00:00,Day,7,0.5um,6.97,counts/m3,15,20,0,0,none
858,2,2026-02-04 06:00:00,Evening,4,0.5um,7.28,counts/m3,15,20,0,0,none
859,2,2026-02-04 12:00:00,Night,4,0.5um,6.85,counts/m3,15,20,0,0,none
860,2,2026-02-04 18:00:00,Night,8,0.5um,9.47,counts/m3,15,20,0,0,none
861,2,2026-02-05 00:00:00,Day,2,0.5um,5.12,counts/m3,15,20,0,0,none
862,2,2026-02-05 06:00:00,Evening,4,0.5um,4.81,counts/m3,15,20,0,0,none
863,2,2026-02-05 12:00:00,Night,5,0.5um,4.54,counts/m3,15,20,0,0,none
864,2,2026-02-05 18:00:00,Night,3,0.5um,4.29,counts/m3,15,20,0,0,none
865,2,2026-02-06 00:00:00,Day,3,0.5um,4.07,counts/m3,15,20,0,0,none
866,2,2026-02-06 06:00:00,Evening,1,0.5um,2.87,counts/m3,15,20,0,0,none
867,2,2026-02-06 12:00:00,Night,3,0.5um,4.7,counts/m3,15,20,0,0,none
868,2,2026-02-06 18:00:00,Night,3,0.5um,4.54,counts/m3,15,20,0,0,none
869,2,2026-02-07 00:00:00,Day,7,0.5um,3.4,counts/m3,15,20,0,0,none
870,2,2026-02-07 06:00:00,Evening,3,0.5um,3.28,counts/m3,15,20,0,0,none
871,2,2026-02-07 12:00:00,Night,2,0.5um,2.16,counts/m3,15,20,0,0,none
872,2,2026-02-07 18:00:00,Night,7,0.5um,2.2,counts/m3,15,20,0,0,none
873,2,2026-02-08 00:00:00,Day,3,0.5um,3.23,counts/m3,15,20,0,0,none
874,2,2026-02-08 06:00:00,Evening,8,0.5um,3.14,counts/m3,15,20,0,0,none
875,2,2026-02-08 12:00:00,Night,1,0.5um,3.01,counts/m3,15,20,0,0,none
876,2,2026-02-08 18:00:00,Night,1,0.5um,2.94,counts/m3,15,20,0,0,none
877,2,2026-02-09 00:00:00,Day,8,0.5um,3.87,counts/m3,15,20,0,0,none
878,2,2026-02-09 06:00:00,Evening,1,0.5um,1.77,counts/m3,15,20,0,0,none
879,2,2026-02-09 12:00:00,Night,1,0.5um,3.72,counts/m3,15,20,0,0,none
880,2,2026-02-09 18:00:00,Night,6,0.5um,1.8,counts/m3,15,20,0,0,none
881,2,2026-02-10 00:00:00,Day,3,0.5um,3.89,counts/m3,15,20,0,0,none
882,2,2026-02-10 06:00:00,Evening,4,0.5um,3.85,counts/m3,15,20,0,0,none
883,2,2026-02-10 12:00:00,Night,4,0.5um,2.79,counts/m3,15,20,0,0,none
884,2,2026-02-10 18:00:00,Night,3,0.5um,1.79,counts/m3,15,20,0,0,none
885,2,2026-02-11 00:00:00,Day,4,0.5um,1.76,counts/m3,15,20,0,0,none
886,2,2026-02-11 06:00:00,Evening,3,0.5um,2.68,counts/m3,15,20,0,0,none
887,2,2026-02-11 12:00:00,Night,2,0.5um,1.66,counts/m3,15,20,0,0,none
888,2,2026-02-11 18:00:00,Night,2,0.5um,2.77,counts/m3,15,20,0,0,none
889,2,2026-02-12 00:00:00,Day,1,0.5um,4.88,counts/m3,15,20,0,0,none
890,2,2026-02-12 06:00:00,Evening,5,0.5um,1.86,counts/m3,15,20,0,0,none
891,2,2026-02-12 12:00:00,Night,5,0.5um,2.82,counts/m3,15,20,0,0,none
892,2,2026-02-12 18:00:00,Night,1,0.5um,1.84,counts/m3,15,20,0,0,none
893,2,2026-02-13 00:00:00,Day,4,0.5um,1.88,counts/m3,15,20,0,0,none
894,2,2026-02-13 06:00:00,Evening,6,0.5um,1.85,counts/m3,15,20,0,0,none
895,2,2026-02-13 12:00:00,Night,1,0.5um,2.84,counts/m3,15,20,0,0,none
896,2,2026-02-13 18:00:00,Night,3,0.5um,1.94,counts/m3,15,20,0,0,none
897,2,2026-02-14 00:00:00,Day,8,0.5um,4.05,counts/m3,15,20,0,0,none
898,2,2026-02-14 06:00:00,Evening,4,0.5um,3.04,counts/m3,15,20,0,0,none
899,2,2026-02-14 12:00:00,Night,1,0.5um,3.99,counts/m3,15,20,0,0,none
900,2,2026-02-14 18:00:00,Night,5,0.5um,7.0,counts/m3,15,20,0,0,none
901,2,2026-02-15 00:00:00,Day,4,0.5um,5.04,counts/m3,15,20,0,0,none
902,2,2026-02-15 06:00:00,Evening,2,0.5um,3.02,counts/m3,15,20,0,0,none
903,2,2026-02-15 12:00:00,Night,1,0.5um,1.17,counts/m3,15,20,0,0,none
904,2,2026-02-15 18:00:00,Night,8,0.5um,2.25,counts/m3,15,20,0,0,none
905,2,2026-02-16 00:00:00,Day,7,0.5um,1.33,counts/m3,15,20,0,0,hvac_drift
906,2,2026-02-16 06:00:00,Evening,6,0.5um,2.53,counts/m3,15,20,0,0,hvac_drift
907,2,2026-02-16 12:00:00,Night,1,0.5um,0.68,counts/m3,15,20,0,0,hvac_drift
908,2,2026-02-16 18:00:00,Night,7,0.5um,0.9,counts/m3,15,20,0,0,hvac_drift
909,2,2026-02-17 00:00:00,Day,4,0.5um,4.14,counts/m3,15,20,0,0,hvac_drift
910,2,2026-02-17 06:00:00,Evening,4,0.5um,3.32,counts/m3,15,20,0,0,hvac_drift
911,2,2026-02-17 12:00:00,Night,8,0.5um,1.52,counts/m3,15,20,0,0,hvac_drift
912,2,2026-02-17 18:00:00,Night,4,0.5um,3.83,counts/m3,15,20,0,0,hvac_drift
913,2,2026-02-18 00:00:00,Day,2,0.5um,4.21,counts/m3,15,20,0,0,hvac_drift
914,2,2026-02-18 06:00:00,Evening,2,0.5um,2.47,counts/m3,15,20,0,0,hvac_drift
915,2,2026-02-18 12:00:00,Night,8,0.5um,3.68,counts/m3,15,20,0,0,hvac_drift
916,2,2026-02-18 18:00:00,Night,5,0.5um,6.33,counts/m3,15,20,0,0,hvac_drift
917,2,2026-02-19 00:00:00,Day,5,0.5um,8.31,counts/m3,15,20,0,0,hvac_drift
918,2,2026-02-19 06:00:00,Evening,5,0.5um,7.26,counts/m3,15,20,0,0,hvac_drift
919,2,2026-02-19 12:00:00,Night,2,0.5um,8.26,counts/m3,15,20,0,0,hvac_drift
920,2,2026-02-19 18:00:00,Night,4,0.5um,8.4,counts/m3,15,20,0,0,hvac_drift
921,2,2026-02-20 00:00:00,Day,8,0.5um,8.57,counts/m3,15,20,0,0,hvac_drift
922,2,2026-02-20 06:00:00,Evening,2,0.5um,6.64,counts/m3,15,20,0,0,hvac_drift
923,2,2026-02-20 12:00:00,Night,8,0.5um,7.68,counts/m3,15,20,0,0,hvac_drift
924,2,2026-02-20 18:00:00,Night,3,0.5um,6.81,counts/m3,15,20,0,0,hvac_drift
925,2,2026-02-21 00:00:00,Day,3,0.5um,7.14,counts/m3,15,20,0,0,hvac_drift
926,2,2026-02-21 06:00:00,Evening,1,0.5um,8.25,counts/m3,15,20,0,0,hvac_drift
927,2,2026-02-21 12:00:00,Night,6,0.5um,8.4,counts/m3,15,20,0,0,hvac_drift
928,2,2026-02-21 18:00:00,Night,3,0.5um,7.66,counts/m3,15,20,0,0,hvac_drift
929,2,2026-02-22 00:00:00,Day,4,0.5um,8.95,counts/m3,15,20,0,0,hvac_drift
930,2,2026-02-22 06:00:00,Evening,5,0.5um,9.13,counts/m3,15,20,0,0,hvac_drift
931,2,2026-02-22 12:00:00,Night,6,0.5um,8.27,counts/m3,15,20,0,0,hvac_drift
932,2,2026-02-22 18:00:00,Night,8,0.5um,8.35,counts/m3,15,20,0,0,hvac_drift
933,2,2026-02-23 00:00:00,Day,5,0.5um,9.62,counts/m3,15,20,0,0,hvac_drift
934,2,2026-02-23 06:00:00,Evening,2,0.5um,10.88,counts/m3,15,20,0,0,hvac_drift
935,2,2026-02-23 12:00:00,Night,6,0.5um,10.11,counts/m3,15,20,0,0,hvac_drift
936,2,2026-02-23 18:00:00,Night,1,0.5um,10.34,counts/m3,15,20,0,0,hvac_drift
937,2,2026-02-24 00:00:00,Day,7,0.5um,10.58,counts/m3,15,20,0,0,hvac_drift
938,2,2026-02-24 06:00:00,Evening,3,0.5um,11.83,counts/m3,15,20,0,0,hvac_drift
939,2,2026-02-24 12:00:00,Night,6,0.5um,12.08,counts/m3,15,20,0,0,hvac_drift
940,2,2026-02-24 18:00:00,Night,2,0.5um,14.36,counts/m3,15,20,0,0,hvac_drift
941,2,2026-02-25 00:00:00,Day,4,0.5um,11.67,counts/m3,15,20,0,0,hvac_drift
942,2,2026-02-25 06:00:00,Evening,6,0.5um,10.96,counts/m3,15,20,0,0,hvac_drift
943,2,2026-02-25 12:00:00,Night,5,0.5um,13.21,counts/m3,15,20,0,0,hvac_drift
944,2,2026-02-25 18:00:00,Night,1,0.5um,13.47,counts/m3,15,20,0,0,hvac_drift
945,2,2026-02-26 00:00:00,Day,1,0.5um,13.74,counts/m3,15,20,0,0,hvac_drift
946,2,2026-02-26 06:00:00,Evening,8,0.5um,12.02,counts/m3,15,20,0,0,hvac_drift
947,2,2026-02-26 12:00:00,Night,5,0.5um,12.28,counts/m3,15,20,0,0,hvac_drift
948,2,2026-02-26 18:00:00,Night,7,0.5um,13.56,counts/m3,15,20,0,0,hvac_drift
949,2,2026-02-27 00:00:00,Day,1,0.5um,13.89,counts/m3,15,20,0,0,hvac_drift
950,2,2026-02-27 06:00:00,Evening,4,0.5um,15.21,counts/m3,15,20,1,0,hvac_drift
951,2,2026-02-27 12:00:00,Night,5,0.5um,14.5,counts/m3,15,20,0,0,hvac_drift
952,2,2026-02-27 18:00:00,Night,8,0.5um,15.77,counts/m3,15,20,1,0,hvac_drift
953,2,2026-02-28 00:00:00,Day,6,0.5um,14.01,counts/m3,15,20,0,0,hvac_drift
954,2,2026-02-28 06:00:00,Evening,6,0.5um,16.31,counts/m3,15,20,1,0,hvac_drift
955,2,2026-02-28 12:00:00,Night,3,0.5um,15.6,counts/m3,15,20,1,0,hvac_drift
956,2,2026-02-28 18:00:00,Night,8,0.5um,15.9,counts/m3,15,20,1,0,hvac_drift
957,2,2026-03-01 00:00:00,Day,3,0.5um,16.19,counts/m3,15,20,1,0,hvac_drift
958,2,2026-03-01 06:00:00,Evening,3,0.5um,16.54,counts/m3,15,20,1,0,hvac_drift
959,2,2026-03-01 12:00:00,Night,6,0.5um,16.88,counts/m3,15,20,1,0,hvac_drift
960,2,2026-03-01 18:00:00,Night,8,0.5um,24.03,counts/m3,15,20,1,1,mechanical_friction
961,2,2026-03-02 00:00:00,Day,7,0.5um,30.85,counts/m3,15,20,1,1,mechanical_friction
962,2,2026-03-02 06:00:00,Evening,2,0.5um,30.26,counts/m3,15,20,1,1,mechanical_friction
963,2,2026-03-02 12:00:00,Night,7,0.5um,27.01,counts/m3,15,20,1,1,mechanical_friction
964,2,2026-03-02 18:00:00,Night,3,0.5um,25.42,counts/m3,15,20,1,1,mechanical_friction
965,2,2026-03-03 00:00:00,Day,2,0.5um,10.57,counts/m3,15,20,0,0,mechanical_friction
966,2,2026-03-03 06:00:00,Evening,8,0.5um,8.04,counts/m3,15,20,0,0,mechanical_friction
967,2,2026-03-03 12:00:00,Night,8,0.5um,10.16,counts/m3,15,20,0,0,mechanical_friction
968,2,2026-03-03 18:00:00,Night,3,0.5um,13.71,counts/m3,15,20,0,0,mechanical_friction
969,2,2026-03-04 00:00:00,Day,1,0.5um,18.25,counts/m3,15,20,1,0,mechanical_friction
970,2,2026-03-04 06:00:00,Evening,2,0.5um,16.4,counts/m3,15,20,1,0,mechanical_friction
971,2,2026-03-04 12:00:00,Night,5,0.5um,13.89,counts/m3,15,20,0,0,mechanical_friction
972,2,2026-03-04 18:00:00,Night,1,0.5um,15.97,counts/m3,15,20,1,0,mechanical_friction
973,2,2026-03-05 00:00:00,Day,2,0.5um,19.35,counts/m3,15,20,1,0,mechanical_friction
974,2,2026-03-05 06:00:00,Evening,2,0.5um,14.88,counts/m3,15,20,0,0,mechanical_friction
975,2,2026-03-05 12:00:00,Night,8,0.5um,10.5,counts/m3,15,20,0,0,mechanical_friction
976,2,2026-03-05 18:00:00,Night,3,0.5um,15.09,counts/m3,15,20,1,0,mechanical_friction
977,2,2026-03-06 00:00:00,Day,4,0.5um,19.7,counts/m3,15,20,1,0,mechanical_friction
978,2,2026-03-06 06:00:00,Evening,4,0.5um,15.33,counts/m3,15,20,1,0,mechanical_friction
979,2,2026-03-06 12:00:00,Night,1,0.5um,10.87,counts/m3,15,20,0,0,mechanical_friction
980,2,2026-03-06 18:00:00,Night,5,0.5um,16.27,counts/m3,15,20,1,0,mechanical_friction
981,2,2026-03-07 00:00:00,Day,8,0.5um,20.66,counts/m3,15,20,1,1,mechanical_friction
982,2,2026-03-07 06:00:00,Evening,7,0.5um,15.21,counts/m3,15,20,1,0,mechanical_friction
983,2,2026-03-07 12:00:00,Night,3,0.5um,10.18,counts/m3,15,20,0,0,mechanical_friction
984,2,2026-03-07 18:00:00,Night,1,0.5um,14.79,counts/m3,15,20,0,0,mechanical_friction
985,2,2026-03-08 00:00:00,Day,7,0.5um,23.35,counts/m3,15,20,1,1,mechanical_friction
986,2,2026-03-08 06:00:00,Evening,7,0.5um,16.04,counts/m3,15,20,1,0,mechanical_friction
987,2,2026-03-08 12:00:00,Night,8,0.5um,19.95,counts/m3,15,20,1,0,mechanical_friction
988,2,2026-03-08 18:00:00,Night,5,0.5um,28.49,counts/m3,15,20,1,1,mechanical_friction
989,2,2026-03-09 00:00:00,Day,4,0.5um,31.07,counts/m3,15,20,1,1,mechanical_friction
990,2,2026-03-09 06:00:00,Evening,7,0.5um,24.34,counts/m3,15,20,1,1,mechanical_friction
991,2,2026-03-09 12:00:00,Night,6,0.5um,18.16,counts/m3,15,20,1,0,mechanical_friction
992,2,2026-03-09 18:00:00,Night,7,0.5um,24.96,counts/m3,15,20,1,1,mechanical_friction
993,2,2026-03-10 00:00:00,Day,3,0.5um,22.29,counts/m3,15,20,1,1,mechanical_friction
994,2,2026-03-10 06:00:00,Evening,8,0.5um,18.11,counts/m3,15,20,1,0,mechanical_friction
995,2,2026-03-10 12:00:00,Night,1,0.5um,18.8,counts/m3,15,20,1,0,mechanical_friction
996,2,2026-03-10 18:00:00,Night,1,0.5um,28.34,counts/m3,15,20,1,1,mechanical_friction
997,2,2026-03-11 00:00:00,Day,6,0.5um,32.15,counts/m3,15,20,1,1,mechanical_friction
998,2,2026-03-11 06:00:00,Evening,5,0.5um,25.64,counts/m3,15,20,1,1,mechanical_friction
999,2,2026-03-11 12:00:00,Night,5,0.5um,19.68,counts/m3,15,20,1,0,mechanical_friction
1000,2,2026-03-11 18:00:00,Night,8,0.5um,22.71,counts/m3,15,20,1,1,mechanical_friction
1001,2,2026-03-12 00:00:00,Day,7,0.5um,25.27,counts/m3,15,20,1,1,mechanical_friction
1002,2,2026-03-12 06:00:00,Evening,6,0.5um,20.31,counts/m3,15,20,1,1,mechanical_friction
1003,2,2026-03-12 12:00:00,Night,2,0.5um,22.22,counts/m3,15,20,1,1,mechanical_friction
1004,2,2026-03-12 18:00:00,Night,1,0.5um,33.99,counts/m3,15,20,1,1,mechanical_friction
1005,2,2026-03-13 00:00:00,Day,2,0.5um,34.8,counts/m3,15,20,1,1,mechanical_friction
1006,2,2026-03-13 06:00:00,Evening,5,0.5um,28.29,counts/m3,15,20,1,1,mechanical_friction
1007,2,2026-03-13 12:00:00,Night,6,0.5um,22.34,counts/m3,15,20,1,1,mechanical_friction
1008,2,2026-03-13 18:00:00,Night,7,0.5um,27.36,counts/m3,15,20,1,1,mechanical_friction
1009,2,2026-03-14 00:00:00,Day,1,0.5um,28.92,counts/m3,15,20,1,1,mechanical_friction
1010,2,2026-03-14 06:00:00,Evening,3,0.5um,22.97,counts/m3,15,20,1,1,mechanical_friction
1011,2,2026-03-14 12:00:00,Night,3,0.5um,23.88,counts/m3,15,20,1,1,mechanical_friction
1012,2,2026-03-14 18:00:00,Night,6,0.5um,34.64,counts/m3,15,20,1,1,mechanical_friction
1013,2,2026-03-15 00:00:00,Day,1,0.5um,37.46,counts/m3,15,20,1,1,mechanical_friction
1014,2,2026-03-15 06:00:00,Evening,7,0.5um,30.95,counts/m3,15,20,1,1,mechanical_friction
1015,2,2026-03-15 12:00:00,Night,1,0.5um,24.0,counts/m3,15,20,1,1,mechanical_friction
1016,2,2026-03-15 18:00:00,Night,5,0.5um,31.02,counts/m3,15,20,1,1,mechanical_friction
1017,2,2026-03-16 00:00:00,Day,8,0.5um,27.72,counts/m3,15,20,1,1,mechanical_friction
1018,2,2026-03-16 06:00:00,Evening,2,0.5um,21.93,counts/m3,15,20,1,1,mechanical_friction
1019,2,2026-03-16 12:00:00,Night,6,0.5um,24.99,counts/m3,15,20,1,1,mechanical_friction
1020,2,2026-03-16 18:00:00,Night,5,0.5um,27.11,counts/m3,15,20,1,1,hvac_drift
1021,2,2026-03-17 00:00:00,Day,7,0.5um,32.02,counts/m3,15,20,1,1,hvac_drift
1022,2,2026-03-17 06:00:00,Evening,5,0.5um,30.42,counts/m3,15,20,1,1,hvac_drift
1023,2,2026-03-17 12:00:00,Night,7,0.5um,26.35,counts/m3,15,20,1,1,hvac_drift
1024,2,2026-03-17 18:00:00,Night,4,0.5um,23.88,counts/m3,15,20,1,1,hvac_drift
1025,2,2026-03-18 00:00:00,Day,2,0.5um,20.95,counts/m3,15,20,1,1,hvac_drift
1026,2,2026-03-18 06:00:00,Evening,6,0.5um,16.99,counts/m3,15,20,1,0,hvac_drift
1027,2,2026-03-18 12:00:00,Night,8,0.5um,23.61,counts/m3,15,20,1,1,hvac_drift
1028,2,2026-03-18 18:00:00,Night,4,0.5um,32.43,counts/m3,15,20,1,1,hvac_drift
1029,2,2026-03-19 00:00:00,Day,7,0.5um,37.26,counts/m3,15,20,1,1,hvac_drift
1030,2,2026-03-19 06:00:00,Evening,8,0.5um,32.43,counts/m3,15,20,1,1,hvac_drift
1031,2,2026-03-19 12:00:00,Night,6,0.5um,29.52,counts/m3,15,20,1,1,hvac_drift
1032,2,2026-03-19 18:00:00,Night,7,0.5um,21.62,counts/m3,15,20,1,1,hvac_drift
1033,2,2026-03-20 00:00:00,Day,5,0.5um,17.72,counts/m3,15,20,1,0,hvac_drift
1034,2,2026-03-20 06:00:00,Evening,7,0.5um,18.31,counts/m3,15,20,1,0,hvac_drift
1035,2,2026-03-20 12:00:00,Night,3,0.5um,23.9,counts/m3,15,20,1,1,hvac_drift
1036,2,2026-03-20 18:00:00,Night,5,0.5um,29.5,counts/m3,15,20,1,1,hvac_drift
1037,2,2026-03-21 00:00:00,Day,1,0.5um,30.11,counts/m3,15,20,1,1,hvac_drift
1038,2,2026-03-21 06:00:00,Evening,2,0.5um,28.42,counts/m3,15,20,1,1,hvac_drift
1039,2,2026-03-21 12:00:00,Night,5,0.5um,26.93,counts/m3,15,20,1,1,hvac_drift
1040,2,2026-03-21 18:00:00,Night,6,0.5um,27.46,counts/m3,15,20,1,1,hvac_drift
1041,2,2026-03-22 00:00:00,Day,1,0.5um,23.53,counts/m3,15,20,1,1,hvac_drift
1042,2,2026-03-22 06:00:00,Evening,1,0.5um,24.12,counts/m3,15,20,1,1,hvac_drift
1043,2,2026-03-22 12:00:00,Night,1,0.5um,30.71,counts/m3,15,20,1,1,hvac_drift
1044,2,2026-03-22 18:00:00,Night,5,0.5um,35.31,counts/m3,15,20,1,1,hvac_drift
1045,2,2026-03-23 00:00:00,Day,3,0.5um,30.18,counts/m3,15,20,1,1,hvac_drift
1046,2,2026-03-23 06:00:00,Evening,1,0.5um,28.26,counts/m3,15,20,1,1,hvac_drift
1047,2,2026-03-23 12:00:00,Night,7,0.5um,19.52,counts/m3,15,20,1,0,hvac_drift
1048,2,2026-03-23 18:00:00,Night,5,0.5um,20.97,counts/m3,15,20,1,1,hvac_drift
1049,2,2026-03-24 00:00:00,Day,1,0.5um,20.4,counts/m3,15,20,1,1,hvac_drift
1050,2,2026-03-24 06:00:00,Evening,6,0.5um,20.86,counts/m3,15,20,1,1,hvac_drift
1051,2,2026-03-24 12:00:00,Night,8,0.5um,23.37,counts/m3,15,20,1,1,hvac_drift
1052,2,2026-03-24 18:00:00,Night,4,0.5um,22.2,counts/m3,15,20,1,1,hvac_drift
1053,2,2026-03-25 00:00:00,Day,8,0.5um,25.64,counts/m3,15,20,1,1,hvac_drift
1054,2,2026-03-25 06:00:00,Evening,4,0.5um,23.07,counts/m3,15,20,1,1,hvac_drift
1055,2,2026-03-25 12:00:00,Night,1,0.5um,25.27,counts/m3,15,20,1,1,hvac_drift
1056,2,2026-03-25 18:00:00,Night,1,0.5um,14.75,counts/m3,15,20,0,0,hvac_drift
1057,2,2026-03-26 00:00:00,Day,1,0.5um,13.73,counts/m3,15,20,0,0,hvac_drift
1058,2,2026-03-26 06:00:00,Evening,3,0.5um,16.05,counts/m3,15,20,1,0,hvac_drift
1059,2,2026-03-26 12:00:00,Night,4,0.5um,14.11,counts/m3,15,20,0,0,hvac_drift
1060,2,2026-03-26 18:00:00,Night,4,0.5um,14.16,counts/m3,15,20,0,0,hvac_drift
1061,2,2026-03-27 00:00:00,Day,4,0.5um,13.49,counts/m3,15,20,0,0,hvac_drift
1062,2,2026-03-27 06:00:00,Evening,7,0.5um,14.49,counts/m3,15,20,0,0,hvac_drift
1063,2,2026-03-27 12:00:00,Night,1,0.5um,15.16,counts/m3,15,20,1,0,hvac_drift
1064,2,2026-03-27 18:00:00,Night,8,0.5um,16.83,counts/m3,15,20,1,0,hvac_drift
1065,2,2026-03-28 00:00:00,Day,2,0.5um,15.84,counts/m3,15,20,1,0,hvac_drift
1066,2,2026-03-28 06:00:00,Evening,8,0.5um,18.18,counts/m3,15,20,1,0,hvac_drift
1067,2,2026-03-28 12:00:00,Night,2,0.5um,15.25,counts/m3,15,20,1,0,hvac_drift
1068,2,2026-03-28 18:00:00,Night,1,0.5um,16.33,counts/m3,15,20,1,0,hvac_drift
1069,2,2026-03-29 00:00:00,Day,1,0.5um,14.68,counts/m3,15,20,0,0,hvac_drift
1070,2,2026-03-29 06:00:00,Evening,3,0.5um,15.69,counts/m3,15,20,1,0,hvac_drift
1071,2,2026-03-29 12:00:00,Night,8,0.5um,16.6,counts/m3,15,20,1,0,hvac_drift
1072,2,2026-03-29 18:00:00,Night,4,0.5um,19.5,counts/m3,15,20,1,0,hvac_drift
1073,2,2026-03-30 00:00:00,Day,2,0.5um,19.75,counts/m3,15,20,1,0,hvac_drift
1074,2,2026-03-30 06:00:00,Evening,6,0.5um,19.33,counts/m3,15,20,1,0,hvac_drift
1075,2,2026-03-30 12:00:00,Night,5,0.5um,19.63,counts/m3,15,20,1,0,hvac_drift
1076,2,2026-03-30 18:00:00,Night,6,0.5um,20.94,counts/m3,15,20,1,1,hvac_drift
1077,2,2026-03-31 00:00:00,Day,6,0.5um,6.37,counts/m3,15,20,0,0,hvac_drift
1078,2,2026-03-31 06:00:00,Evening,7,0.5um,6.41,counts/m3,15,20,0,0,hvac_drift
1079,2,2026-03-31 12:00:00,Night,2,0.5um,8.13,counts/m3,15,20,0,0,hvac_drift
1080,2,2026-03-31 18:00:00,Night,4,0.5um,10.84,counts/m3,15,20,0,0,hvac_drift
1081,2,2026-04-01 00:00:00,Day,6,0.5um,16.47,counts/m3,15,20,1,0,hvac_drift
1082,2,2026-04-01 06:00:00,Evening,5,0.5um,21.33,counts/m3,15,20,1,1,hvac_drift
1083,2,2026-04-01 12:00:00,Night,8,0.5um,18.68,counts/m3,15,20,1,0,hvac_drift
1084,2,2026-04-01 18:00:00,Night,8,0.5um,15.84,counts/m3,15,20,1,0,hvac_drift
1085,2,2026-04-02 00:00:00,Day,7,0.5um,12.53,counts/m3,15,20,0,0,hvac_drift
1086,2,2026-04-02 06:00:00,Evening,2,0.5um,11.83,counts/m3,15,20,0,0,hvac_drift
1087,2,2026-04-02 12:00:00,Night,5,0.5um,13.16,counts/m3,15,20,0,0,hvac_drift
1088,2,2026-04-02 18:00:00,Night,7,0.5um,14.4,counts/m3,15,20,0,0,hvac_drift
1089,2,2026-04-03 00:00:00,Day,3,0.5um,18.76,counts/m3,15,20,1,0,hvac_drift
1090,2,2026-04-03 06:00:00,Evening,6,0.5um,22.82,counts/m3,15,20,1,1,hvac_drift
1091,2,2026-04-03 12:00:00,Night,2,0.5um,20.92,counts/m3,15,20,1,1,hvac_drift
1092,2,2026-04-03 18:00:00,Night,2,0.5um,17.85,counts/m3,15,20,1,0,hvac_drift
1093,2,2026-04-04 00:00:00,Day,2,0.5um,15.65,counts/m3,15,20,1,0,hvac_drift
